review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R30ANMLLBFRNYJ,4,40,40,N,N
R1YC7K26VSE2LJ,5,15,23,N,Y
R3NN0V5D9JVOND,5,76,80,N,N
R2SXP461H3ITG6,5,31,37,N,Y
RSON0B1FHFANN,4,14,21,N,N
R13VBRR5PS270N,1,101,121,N,Y
R2PV85WZKFRQIU,2,84,95,N,N
RD2NA5F3K9Z2C,3,23,42,N,N
RMCH6935CL0HN,4,258,265,N,N
R2AGZ776U5Y0YB,5,23,37,N,N
R31WNJ829VH470,5,17,27,N,N
R17CZHL4V9BTIQ,5,52,75,N,N
R1DTXAYG9WDVCM,5,369,407,N,N
R2GA1DA6FWHV8M,3,19,27,N,N
R2PJMN9HOLXK3L,5,32,35,N,N
R24ZFD6P9ZFBAC,4,395,399,N,N
R1KG8KZ4P670YL,5,32,48,N,N
R2YE1DTX876E1W,3,62,72,N,Y
R14LN54YOL38I6,4,56,60,N,N
R2BVNA51HKIFII,5,113,122,N,N
R1J4SX05UIE3X5,1,26,38,N,N
RYDAFVRB6SMYG,3,21,27,N,N
R3NEQ2ITCPMN7O,5,63,70,N,N
R39TQNPUILG0XR,5,19,26,N,Y
RCTOAKD6NKE8E,4,84,95,N,N
R1IQOIEUNATX77,4,29,34,N,Y
R2OFWQMM7MNMVJ,2,22,30,N,N
R32X1JRKQW1IE1,3,96,101,N,N
R11HFA53OYA6BZ,5,17,26,N,N
RCKSTZCHC8GSV,5,29,34,N,Y
R13UFS5GOFPESK,4,87,104,N,N
R3LM6FBZVHWV4U,5,30,32,N,N
R3DG5FGU1SCUSF,3,44,47,N,Y
R2Q8X8418I2UVH,3,23,27,N,N
RDXWCBYNVXN9X,5,20,21,N,N
R2QE5SKZFDEBH1,5,44,50,N,Y
RG9SAI0IO3W6T,1,57,68,N,N
R315S2RWB8AMMK,5,51,54,N,N
R10WHTUU09EF9P,5,62,64,N,N
R26CMFL1YVGNWN,5,80,96,N,N
R1AZ2XLLWV743H,5,184,193,N,N
R2ZPITEY6SIMVY,3,45,68,N,Y
R2VK93AFEDBFAS,1,27,33,N,N
R30LP9ZXG0G518,3,186,201,N,N
RFFAKOXM03IK1,1,70,77,N,N
RS3E9I71WC7GJ,5,303,314,N,Y
R2DHSJIV6TV21W,1,117,120,N,N
R1ZG39AUKQPE3R,5,704,715,N,Y
RIXLGDPCCQEWS,5,246,260,N,N
R3PC1K2CZTUZLO,1,166,191,N,Y
R1RZZXY5CHPP82,2,231,235,N,Y
RG4QXXNMXNRLY,1,150,162,N,N
R1M3IBI6TCNB2Z,2,45,51,N,Y
R14UNV9E19BM9M,5,29,35,N,Y
R1JA23BIWXCOQG,5,70,80,N,N
R2GOV07OBUMZHT,5,63,91,N,N
R1A68U9LSDACO7,4,107,111,N,N
R29QBGT8T7PB3Z,2,21,32,N,Y
R2968UOIWVTQD1,5,14,21,N,N
R2FBNU6S7K1TG8,4,61,68,N,Y
R9QAQV4WHGHH6,5,27,35,N,N
R2XL5NNSPAEAWT,4,45,51,N,N
R16F7ARORBUNSR,1,20,29,N,N
REY902M196Z20,2,19,31,N,N
R3N858UCOTDCRB,1,15,22,N,N
R24Z4RN4NHSI5X,5,21,21,N,N
R2S4Y4DWYZTP13,5,1152,1169,N,N
RBD2LDSVY69UL,5,19,22,N,N
R2SYG83MSFJOB9,5,306,322,N,N
R3ASTJOU4X0X40,5,33,34,N,N
R19PX5X7GJRK6E,2,26,37,N,N
R31O2CU1FAQ383,5,19,26,N,Y
R39HXDYA5LK3M7,5,18,21,N,Y
R32UMIZPUXPLBS,5,32,35,N,Y
R28FNX7NU7LN3Y,1,130,152,N,N
R165PND6QS2IWQ,1,19,25,N,N
RVA8UBUDGOR5S,5,23,23,N,N
R1YKW17L19T08W,5,32,34,N,Y
RDJM2SOQ8HUK0,4,26,32,N,N
RVV0IYX0NQRLP,3,39,39,N,Y
R3MJOZ6CO5DWOA,2,52,57,N,N
R1EHF1WSIUEQSS,1,34,43,N,N
R1MNT7Y5L79SPG,4,35,35,N,N
R3ADKNZ8W9KD3S,5,27,29,N,Y
R11UG6RQT1MVFV,5,29,31,N,N
R1NEA6UGVJEY90,4,22,23,N,N
R322NG49NUCKJS,5,99,109,N,N
RTXNKQ0IKO5LB,3,1346,1466,N,N
R1BZGYJX694R4J,5,23,24,N,N
R2QMTA0GGYIXBX,4,149,162,N,N
RANENWVKL7V9D,5,30,31,N,N
R34JUF17E5LFDV,5,31,38,N,N
R206NPUBU08EAM,4,31,31,N,N
R3I5637CGMQCL8,1,20,28,N,N
R2UU1544WMRTVT,3,254,313,N,N
R1532LYRGQJ0A5,3,33,40,N,N
R2O218VXA1F4DM,4,46,54,N,N
R1DW9Y48PL5PYL,4,37,39,N,N
R133UJOB915Y21,1,558,641,N,N
R2UBCGJYKP65CP,4,35,37,N,N
R2SR636DJ26FZJ,5,578,608,N,N
R2LPCRA7EIA1G0,4,79,94,N,N
R1T2K2TD2OHHEJ,5,382,422,N,N
R1G7A4GDXMC3TT,1,131,155,N,N
R15IFLP1WE83JZ,4,26,30,N,N
R34RT1D0LF25W,5,22,22,N,Y
RKY1LLBJWI4UG,5,107,112,N,Y
R3GOHCWZO71XUW,5,99,105,N,N
R6I0NXABUAG26,4,28,29,N,N
R27EQV7H9EJ1RX,5,68,75,N,N
R2V9B1Y8WZAX9,1,27,27,N,N
RO2GH26YJLEI6,3,37,43,N,Y
R2SVC31699OX6,5,32,40,N,N
R3EDUIYNG699A2,2,47,50,N,Y
R39GNDB2RDE310,1,42,45,N,N
RAXFM6E3BWDI1,1,32,41,N,N
R3MHRSF7EN9LM6,1,27,51,N,N
R2R7GWUNNZCUF1,5,13,21,N,N
R34I9EJ3UBDHV9,1,165,208,N,N
RX3IXH1GJG54G,3,129,136,N,N
R1C284BTT7H7YC,5,148,151,N,N
R1VIVRRSUK8KFD,5,127,132,N,Y
RYN4VJFCQS5W4,5,24,28,N,Y
R3B95HXR1WNPBP,5,258,269,N,N
R1JBR4AJ5SFA6F,5,36,40,N,N
RJ2NMR3RVMSD4,5,25,26,N,N
R28833EMWIMUVV,5,73,80,N,N
RSO83C2B8MBWQ,4,87,98,N,Y
R1XPO5YQFP4HQS,4,239,244,N,N
RGRHHDTPUTKQ,5,119,123,N,N
R20UBIKJB7GMW3,2,29,38,N,Y
R312XIFJGCB4YP,1,40,59,N,N
R1WXF11GK3RFO2,5,22,25,N,Y
R20FZHL64JX2HY,5,25,25,N,N
R2D3YOI216XPUM,4,78,93,N,Y
R3N0BQETUQ4EG6,1,27,39,N,Y
R3QBTR17XKS3BJ,5,19,21,N,N
R2O8TRIFKA57XQ,4,61,75,N,N
R2V9ZXXM0RUSYR,5,27,29,N,N
R2I5KF7E8UYYDQ,4,429,444,N,Y
R3R0ICGKLE3ID0,4,32,37,N,N
RW8CJ0OT6522W,5,34,36,N,N
R2IEB25L7W21VK,5,32,33,N,Y
RQLQM7HBZVVRB,3,31,36,N,N
R10O90LSF460J,5,129,134,N,N
R2ZCN305YN3RIA,2,40,42,N,N
R2NW92JLHO9546,4,159,162,N,N
RRLESHUSJGVMG,2,25,32,N,N
RUB7ASBRCTS6,5,105,110,N,N
RKQHXB40DAZ71,5,20,34,N,Y
R2OJI2O0BHZFKL,1,24,28,N,Y
R2WJBWBRC84Y9L,4,20,21,N,N
RYI846HTZU41S,2,61,70,N,N
R3VUBOZPF876UY,5,34,42,N,N
REZZ14J6J9WHG,2,20,33,N,N
R1J18K3SMHUM9,1,62,70,N,Y
R8LCMK1DHGPFC,2,131,137,N,N
R2L7BLFXE2NDZ6,5,53,56,N,N
R2TAPGUXUMDP3V,5,1277,1382,N,N
R1SRV8TTSMCS9Q,5,424,428,N,N
RWWRUCANN50Z1,3,98,115,N,Y
R35JURIY7SQ9Q5,3,129,133,N,N
RRVVXE3AO0F88,2,21,31,N,Y
RE74LW737G6IX,3,16,23,N,Y
R2R4SBQIK4VPJK,1,44,53,N,Y
RAS88P2POPKAZ,2,144,163,N,N
R13X9XNDN8NZIO,4,32,36,N,N
RIQI63BXVK8PJ,2,25,44,N,N
R2UVX73D3435PR,4,105,106,N,Y
R25VSZ6H3HGBTT,5,50,58,N,Y
R2O4DVBOJRZB19,4,100,101,N,N
R3GZYEEIMIMIZ5,5,91,101,N,Y
R17CET6Q8CM4HT,5,72,75,N,N
R20XJNUZFWE354,4,60,73,N,N
R36KENAVRM9YBX,4,75,79,N,N
R56B8M0R45RBC,5,73,76,N,Y
R3DPFPG1I9D1WI,5,29,38,N,N
R4ULZO6EBE3RP,4,64,67,N,N
R2B6UHUWQ80HQY,5,92,116,N,N
R28LC1SLC9TJ5J,5,35,41,N,N
R1YRNE7YAI1R4M,4,21,23,N,N
R1X0CIJ8I33JOR,3,357,411,N,N
R3R0NG47H9R0OC,3,26,32,N,N
R1PFYBRB33JHAN,1,23,24,N,N
R74F7CVXGNL4O,5,28,31,N,N
RRJ508BF3W3JP,3,868,939,N,Y
R2CNN07X6OJ5TL,4,18,21,N,Y
R3FLQA5KTUZNM,5,48,57,N,N
RLR3YG9VF3QKF,4,138,153,N,N
R8UPLYT2FTKOX,5,92,104,N,N
R34CP3EG1IIF39,1,16,21,N,Y
R2NFVNDPYMZ0PX,5,107,122,N,Y
R18Z6GJRLIN5H9,3,97,100,N,N
R3UR02OM8EZIS3,5,32,39,N,Y
R1V0FKXIQNT00V,4,30,31,N,N
R3QL74TYEZCFU6,3,51,70,N,N
RHDXM6IKBFE4Y,3,18,26,N,N
R262XGXXW7YTO4,4,31,37,N,Y
R2WKEM4DZQQH95,1,20,28,N,N
R7I37DPYWATUU,1,21,26,N,N
R3VTB8FJXTW2S1,4,39,43,N,N
R1F1M13CLP1VLS,5,20,34,N,N
R2DNDZ37H3LZE0,5,44,58,N,N
RWB10IAQVU63S,5,104,114,N,N
R3NO7OXE2UU85N,5,42,48,N,Y
R2QXJG8D5NSADL,5,15,21,N,N
R22IG0WTAXGKCY,3,76,85,N,Y
R2OK4VVCJ354KR,3,28,28,N,N
R1HD9ZKTWP7ON6,1,15,26,N,N
R3SXUURFON91B6,5,18,22,N,N
R28TQCB8M2VUO,5,33,36,N,Y
RNQIN3ZQKT5DY,3,64,73,N,N
R1V9CRNB2363PO,2,14,22,N,Y
R2AT5KN2E6WEVE,5,28,30,N,Y
R2LR0FDOT16ZQT,5,21,27,N,N
RCACV34UB29KZ,4,29,31,N,N
R2WP78YN4FKS9N,1,16,29,N,N
REBOXZKPR1043,4,24,24,N,Y
R3OYNVQ9U2VQGE,1,22,42,N,N
R2GB61HOA1YJA6,5,39,40,N,Y
RWHDB02V57U40,3,711,863,N,N
R1P893FU1ZYRQ5,4,52,65,N,N
R289OLF1QHJAVI,3,16,22,N,Y
R2PKXDL296PBBN,5,23,28,N,N
R2LL8F7LN1NI20,5,19,28,N,N
RMA6BK7NYZIAO,3,36,44,N,Y
R3VC68H4Z4HVDK,3,17,25,N,N
RCFLH9HM188PA,1,48,63,N,N
R27LM5JK3HQC2N,2,14,22,N,N
R37FMQW64GJDAC,1,21,38,N,N
R3V0QKG87QYH9E,5,31,36,N,Y
R1LTI44KRI38Y,4,32,34,N,Y
R36GBANZ9IW081,1,15,30,N,Y
R2FODR7SKBH3LY,4,39,52,N,N
R2D8247LHN4DWH,5,70,76,N,N
R2184I31YW23FJ,1,16,22,N,Y
R1RYTXUIXMO0AR,2,14,22,N,N
R27LYR43BKEUNN,1,25,27,N,N
RSECEKMXO23AU,1,29,42,N,N
R2IHT4Y7N50KWV,1,52,57,N,N
R2Z7XK01B1AE74,5,36,44,N,Y
R1VNG5I9WZ1ZIB,5,37,43,N,N
R14D46L9901JGY,5,49,51,N,N
R1HW2YID5CBVRJ,1,14,24,N,N
R1GCVBV0P4IOEW,1,19,23,N,N
R3ANELJ9QDS4HZ,4,41,43,N,N
R2MAMEAQAFWE8A,5,21,25,N,N
RFQ4E5DW859UQ,5,83,89,N,N
R3MVTXAFWU8UBX,5,22,23,N,N
R2DWWPEMZXTELL,5,264,273,N,N
R3KKEVK1RVSWIY,3,112,117,N,N
RNN7HI3W43ZWK,5,102,114,N,Y
R3NX9PF7KI6RJ4,3,56,82,N,N
R1C3KPGC0LE7R8,3,13,21,N,N
RV2JO0S1TWI1N,1,15,21,N,N
R1AOZSXKDO4CCX,1,36,44,N,N
R12TPFPKZDE1K0,4,53,56,N,Y
R3NKCIAQ0OVGRR,5,28,32,N,Y
RXDHWKR8FU4RU,4,42,43,N,N
R2J5AVF1GQCNL1,1,19,38,N,N
R3CLYKO8OZ1LYM,3,281,329,N,N
R33XZAJRW21PTQ,3,31,31,N,Y
R3UTXEKQSWUCT1,4,27,38,N,N
R1ZB3SF4XBR9XH,5,18,29,N,N
R25FB5TAK7818H,1,23,45,N,N
R1S0UZIP2UD28H,4,19,22,N,N
RJ7JI9NHUR79K,5,76,80,N,N
RUM57BO8R27MY,1,16,30,N,Y
R7P50F6IR2EF,5,41,43,N,N
R35N0BIMYW1PRY,5,13,22,N,N
R2WENQ3B5MOHXU,1,229,287,N,Y
R2N3X8EOWD67UZ,5,63,67,N,N
R3DGD26H3PA358,1,28,51,N,N
R2VXI5BHUILC78,1,149,186,N,N
R2GGM3S9QQKR9Y,1,24,43,N,N
REK4ABZ9QS0UX,2,18,26,N,N
R1MQ6EJF2FI3WH,3,140,191,N,N
R23VVN1A4ANUYG,1,21,26,N,N
R34R1K5COEXMES,2,647,862,N,N
R292HAIK6VBMB3,1,32,41,N,Y
R3CHPDXD49BMJ0,1,70,73,N,N
R37S0HGXRSY858,5,15,22,N,N
RMN06PCB6U58R,5,92,102,N,N
R3KZYT1BV4YG97,1,18,25,N,Y
R2HDZVG5EJRZMY,5,21,24,N,Y
R7C8EV0NYVDXE,3,39,50,N,N
R2REULI3ZITC3G,1,15,30,N,N
R2AACT2IHT6SSD,4,54,74,N,N
R3TVRFHZ6VYLP7,3,99,136,N,N
R1N9CBZMAU4QSZ,1,24,30,N,N
R8REG37PTUIRK,1,31,40,N,N
R3VBSB32IX1G08,3,44,55,N,N
R1Z1CJGTUU7KS6,5,30,32,N,Y
R3JHZ6JSN64YT9,4,31,34,N,N
R26ON6O85GGGDC,1,26,33,N,N
RHBKBOH5TCZ6Z,5,91,98,N,Y
RY08FPV7ZSCQD,2,24,37,N,Y
R2FXDT0RXXLPXT,3,151,161,N,Y
R39G19WK7RA3FB,5,134,143,N,N
R2WN0YGN8Q7HG6,4,51,61,N,N
R2329OIAO34TBA,3,18,24,N,N
R4JDD9YE7AJ7J,4,80,86,N,Y
R3HZ95LD21AKIC,1,25,34,N,N
RQ6ZWNDGJ6SDG,4,24,39,N,Y
R52T2X8O2WCIG,2,16,25,N,N
R2GRX07US23MXA,3,23,36,N,N
R29DQRMH24WVYU,1,21,26,N,N
R3NIDDNN296UVB,5,145,150,N,N
R124C1PUEJIOE1,2,51,78,N,Y
R745Q0BG3NT1Y,3,18,28,N,Y
RW55RH630CRCY,1,18,36,N,Y
RIL92U4TSHQVE,5,36,36,N,N
R2M0S5G1BB76F7,1,30,38,N,N
REW278MQG92XA,3,61,65,N,Y
R6TDB4P9UAG3Z,1,17,34,N,Y
R3NLXBVHGXA5UL,5,421,442,N,Y
R3F1K0T94RAFQI,5,29,33,N,N
R15ECNSF53ZQW2,2,14,21,N,N
R25Y0WT4FIW65B,4,57,59,N,N
R2UGXNRLMZU5E,4,80,83,N,N
RJA7HIQACWMG8,3,18,23,N,N
R2XHI2TIP4JB0Y,5,40,43,N,Y
R2DD159QAQT1BI,4,192,255,N,N
R1SAOARV0STT0P,1,40,51,N,N
R3KT54KW8HR561,1,122,158,N,N
R2B86F4Z0A7A1J,4,99,112,N,N
RX55P1Z0ZOLAK,1,22,25,N,N
R2RARMJYDEY1H3,1,51,66,N,N
R14SQ4T69X5N8D,5,66,71,N,N
RKHSMWCVYDT8,5,171,180,N,Y
REPUJ5Y7YD1CQ,2,34,44,N,N
R7T47BWQXGGSO,3,35,41,N,N
R2KXQQJ868FO4T,5,81,82,N,Y
R16BDS6JSBI4BC,5,47,56,N,N
R1SZJDA6MVT75D,2,19,27,N,N
R2WE53TQ6JBGAC,1,264,273,N,Y
R2AT5YO7KZ6IJ3,5,71,77,N,N
R1GGP2OD2MNZ41,3,47,54,N,Y
R27OFCSV4EFT7,5,18,23,N,Y
RAVR6AUBZQCQ0,4,259,352,N,N
R3A86EVNVZXH88,1,18,35,N,Y
R2YVBY8ZEJENGH,3,210,238,N,N
RFBK7YC2RZ6FI,5,16,28,N,Y
RZ2AISV0SQIHT,1,25,38,N,N
RW4WU8D2V6HS0,5,58,83,N,N
R364BPKAR54LHL,2,130,152,N,Y
R2GW9IQTMR788R,3,26,42,N,N
R12LA00AI9J5VR,2,23,26,N,Y
R71JKE0M5UB6Z,5,269,284,N,N
RIICPVHYI0ZJZ,4,51,59,N,N
RIFD9OZJ9KZ5K,5,363,379,N,Y
RS6I5WLZSZUBT,1,12,23,N,N
RGXTS90A2FXES,4,16,26,N,N
R2235JHYN3OWBX,5,16,26,N,N
R364WMTBZJT3JI,5,65,98,N,N
R9O7TZ22CKH8O,1,13,23,N,N
R2FTHP7KA5W87B,5,33,36,N,N
R1TXCM72K6AQB1,1,14,26,N,N
R1W2INWP0ZCBYB,1,65,66,N,N
R1K19LAJMJX73P,5,80,87,N,Y
RHIDBH6GOB4L6,5,20,24,N,N
R1XFP3AMTFPJM0,5,18,21,N,N
R2W48D9D3QS1H1,4,120,131,N,N
R16ALJWJC08SI6,1,26,50,N,Y
R20LN0RDLSEFUG,5,20,21,N,N
RQ240LECKTLUY,5,149,153,N,Y
R8K1UZ2USHR4L,2,50,64,N,N
R1PRLS78J56ZUK,5,17,24,N,N
R1FBFZBDR2IX8M,4,29,33,N,N
RF2FCMO4W8ZIU,4,202,220,N,N
R73H5ANX3VMNQ,5,217,241,N,N
R3T7KEO0HO8U0P,4,13,26,N,N
RYV7NJFXSFCDL,5,91,94,N,N
RBG4ERVNMT31T,5,21,26,N,N
RWR44PNF02STI,5,155,166,N,N
R9VLXOEW3PE6J,5,40,49,N,N
R3DTC6LOA00DF5,5,31,38,N,N
R278Y7U5MK7LLX,5,28,31,N,N
R37MG6S4MRKGDA,2,30,33,N,N
R34RXBV2CFF9KS,5,21,24,N,Y
RDVLL3C9V48N4,2,18,25,N,N
R8D1LQXP55ZE2,5,161,163,N,N
R1CKSVYEO8G5CU,3,56,60,N,Y
RUP1TUASSHI0L,2,99,104,N,N
R14PE1J1087O47,5,29,39,N,N
R7AB2ALA3HE0Y,5,242,259,N,N
R1GSW32AATG267,5,17,27,N,Y
REIKO05DPYCV3,1,47,62,N,N
R261NP1SR0ZSL5,3,69,73,N,Y
R1QBI8QTULLAWU,1,19,22,N,N
R3E8VIEFS6LCHI,2,26,28,N,N
RMPKP1FRHDPLU,1,35,39,N,N
R3AINR7ZUILKVX,4,52,66,N,Y
RMLVNDYH2QRWD,1,15,21,N,Y
R3T6VAFCXMCYBC,5,33,39,N,N
R1SEH6N19ELKO1,4,34,36,N,N
R1B7OW1U9Z7ZIG,5,26,27,N,Y
R2G7BCJZ27KUFM,2,59,60,N,Y
R50DJ530RGZBE,2,14,22,N,N
R3LCCUKVQ547RU,1,22,28,N,Y
R1VRRDAW8SXI8H,1,17,32,N,N
RFOOQRIMRKBI3,4,35,42,N,Y
R208E1M9ZVUNQR,3,109,137,N,Y
R19FGODU9XC004,5,17,24,N,N
R3GBG2PADUJE9O,1,19,21,N,N
R3DVW96SP8PRLO,3,92,104,N,N
R24NVM8XSZ6YMR,5,22,27,N,Y
R2N011OQY3XYG6,5,58,64,N,Y
R29I66V3E19X1E,4,43,43,N,Y
RSTDQ229BXEWU,5,137,151,N,Y
R3ORFKH6MVWMED,4,26,30,N,N
R1BA43EGNS9TCV,2,42,60,N,N
R1FGWT3QW3XAT3,5,193,206,N,N
R3L4F0NJL7WOE3,1,47,66,N,N
RLV6AZ8XOGKE0,5,18,24,N,N
R3E4JKT7UT7UER,5,71,82,N,N
R3OWF7GNQKKHMA,3,40,44,N,Y
R16NISPVBQG9HK,5,30,33,N,Y
RIRYHGC9WD4S8,3,25,28,N,Y
R1H4MT9NL4M64,3,378,450,N,Y
RBMA4EZEPA8RN,1,104,109,N,Y
R23TS0HTMQRMNS,4,39,42,N,Y
RRY2DU3O5H8WU,3,998,1065,N,Y
R1ZXAOQG8Y3QL7,3,24,24,N,N
R1B0POHUE6PDTV,4,20,25,N,Y
R321J5QWIZT1QM,3,120,140,N,N
R1GDAEMO67JPGC,5,183,198,N,N
R15XYTYTJI7EK5,4,32,39,N,Y
R25P9CQ97QE9D2,1,32,63,N,N
R2288N7AHODNSE,5,522,577,N,N
R2MZCO5O89SMWX,5,18,24,N,Y
R2ILE671Z9EDK,5,28,28,N,N
R1BVEMZGWPRER7,1,38,43,N,N
RBB6PA7WUHFCM,1,11,21,N,Y
R3HWCDROQQ9T5L,5,23,25,N,Y
R1TTQ09YC3C302,5,90,100,N,N
R2RWRL3RMCCI5H,5,547,560,N,Y
R2CWLGF8NP6ZKC,5,30,32,N,N
R7PSOBGA3T1YU,1,18,30,N,N
R3EPVC20VS43CL,5,20,22,N,N
R1YEMF6HUULOPV,5,246,279,N,Y
RP2T5YIL2DRRC,4,26,30,N,Y
R191DHVSUBSYKR,5,68,79,N,N
RY2BXNIGXFZ2P,4,19,25,N,Y
R2AB1RFTIBJ7C3,5,51,69,N,Y
R307RDTH2OKBLM,5,221,245,N,N
R1QGY0SYLNPG7X,5,75,101,N,N
R2ZEN9J1V6GNCT,1,22,32,N,N
RRN4KTJI1JWTU,5,27,30,N,N
R2R5YLL4UPDBBX,5,22,22,N,N
R3MBSNJLU95OTY,5,22,33,N,N
R2P1NQ85W82W8X,5,19,26,N,Y
RI9G0F2F2YC8Z,3,18,23,N,Y
R1C7POFEDV6V9W,5,17,22,N,Y
R16BV12XU9BNQD,2,37,57,N,N
RAF9IDG2F3AUF,4,113,140,N,Y
R2BC9ULRXKUED2,5,17,22,N,Y
R2IB62E9I1C0IY,5,30,48,N,N
R1OKPV234OX8U7,5,32,42,N,N
R2VGT3ATOFJHHB,5,102,117,N,Y
R39QMFKA4NP5DC,5,20,33,N,N
R1YERGCD6MOP2N,4,25,32,N,N
R1Q0421CG03O1U,4,26,30,N,N
R3IQTZ6A7E3NK,3,57,65,N,N
R2XTCWHROYI54P,5,17,22,N,Y
R6YCNLL5VIB7B,5,117,132,N,Y
R32DJNBGL67U9B,5,21,33,N,N
RSZRBAHSGEGG5,1,16,25,N,N
R143CMZIWWUPVZ,5,17,28,N,Y
R2X3UBJ2CCSWYB,5,110,112,N,Y
RGF4KB2YFFXHX,5,12,21,N,N
R1X7QZ9IQOHVP6,5,50,67,N,N
R1Q7G42KVOBL1X,5,21,35,N,N
R3R5JIKV7V7YYP,5,365,379,N,N
R1FUEP0ZZKBV6Z,5,19,26,N,Y
RQ98GL1Q4Y1IS,5,49,60,N,Y
R28Q0L8KC4BZ3N,4,104,119,N,N
R3E1PY8QVF9O,3,62,78,N,N
R1GT5RHCTLHIA6,5,26,29,N,N
RSHWCW8A7Q2RK,4,78,84,N,Y
R3O5099KS313EL,4,30,32,N,Y
RN85X5NWL7TED,5,21,42,N,N
R2IPSNPD7W0ITG,2,13,22,N,Y
R1ESG3JYTE3ZN0,1,85,101,N,Y
R36KK0YDL9NMGR,5,25,29,N,N
R155RRH6T71XWF,5,32,33,N,N
R3HBMGEJILDQIT,3,28,31,N,N
RNBQV4HSPG68U,2,60,66,N,Y
RD6WZXSVLHEFY,4,52,65,N,N
R1U1IERF1E58QC,1,134,139,N,Y
R1R34J7T4RIZRR,1,79,93,N,N
R1QURP408C6P7M,5,57,64,N,N
R2U9IQGLI2HZB1,3,42,45,N,N
R399525KKQ00JC,4,66,80,N,N
RIP49EDLLFSLH,1,23,42,N,N
R1RET5UW6NUUK2,4,201,205,N,N
RBMDJHFUJEB1R,4,34,39,N,Y
R1YKW2X7QUGW7L,4,21,24,N,N
R3U3Y0PPSZZ1MA,5,22,27,N,N
R1WREPY7FPSEYR,1,19,26,N,Y
RVHRIH6AXYXIW,5,639,654,N,Y
R3EES5IOY9TUVG,5,29,31,N,N
R3N9WHVKYMPRNS,5,20,23,N,N
RMGTTLK4KISRW,2,22,27,N,Y
RR4F9SRCMVJCL,3,26,30,N,N
RIH4NMONRK9YC,2,28,40,N,Y
RSRHOVHM2AFU5,5,20,23,N,N
RH5PV8D7MJ4XM,4,104,112,N,Y
R2I2C14YOENK72,2,24,28,N,N
R2MQYWO41I182K,2,23,30,N,N
R1SWCK4PHSBUD8,4,99,115,N,Y
R2AX763WB8OE8K,4,38,39,N,N
R25EI5J8APDM01,1,31,42,N,N
RSGJTXCS1JGWN,5,30,37,N,N
R18861HAROW5N0,5,32,35,N,N
R2W5W0TF4PQZ4I,5,24,26,N,Y
R9SBC4YP9DBJK,1,72,90,N,N
RXINROCTYIUNG,1,29,37,N,N
R2AZGNYA9UJRPL,3,96,101,N,Y
RPJ2V7L5RPAMO,1,29,37,N,Y
R3JCF1X51YZ30G,4,59,67,N,N
R11T17NBB8C3Z8,4,65,73,N,N
R39UZHS0AT831C,3,52,56,N,N
R1FKIPPNJAM1G4,4,52,56,N,Y
R1KNYIQB36QPF1,2,100,132,N,Y
RA1WHW9GGXWVT,3,182,204,N,N
R1FXLNWNAT1U4X,1,21,27,N,N
R1YJ32240K6PXL,4,30,32,N,N
R4U8O69E9VQRM,1,51,65,N,Y
RM3L670LH0QGP,3,69,82,N,N
R67SSRTOAUD73,1,12,21,N,N
R2P25Q4Z30BYSU,5,23,28,N,Y
RPRIC19986FEC,4,25,25,N,Y
R14Y9GFPKGX8RL,5,76,77,N,N
RDN728WJY7LXX,4,95,98,N,Y
RQOOM9LSTBO3H,3,26,29,N,N
R3V1WGGL1ZBAK8,3,26,30,N,Y
R1JNUEZETAU845,2,25,32,N,N
R3CGRRFHMBUAY0,4,91,96,N,N
R3PF51RHYASVJC,4,20,21,N,N
R1ITH6KKBN153N,3,26,33,N,N
R1KJ4KTLCX72D5,2,142,151,N,Y
R21LYZTI3R0NNW,1,21,28,N,Y
RPVUYFJW1PL7P,5,19,23,N,N
R2I77XEOZMVEC3,4,70,70,N,Y
RLWLHLF2XXHEI,4,103,109,N,N
RMF43HGP0MVCE,1,32,44,N,N
R3GCDW17B948T8,2,26,33,N,Y
R3716V451CMDZ3,2,41,44,N,Y
R2R3YI1NE4HHV9,3,17,21,N,N
R2OE9Y9ZQIIJ00,4,115,133,N,N
R3LKDIFKN1N7F0,5,27,39,N,N
R2ZLRBS97ANH6M,2,55,73,N,N
RJFJZZZN2IBD,1,17,23,N,N
R2Z6SAUDO6RLDI,5,52,62,N,N
RR0VLJ1JCH1K7,5,95,106,N,N
R27KISQQ4B24H8,4,36,43,N,N
R2FAM9N886GIC2,5,20,22,N,N
RNX43ULAH6YA6,1,19,24,N,Y
R2A9TA1BNO0SUO,2,46,51,N,Y
R2FSONS91QJKJU,5,45,49,N,Y
R1138RCCYXCI7O,2,26,26,N,N
RA6XLKYXRAY7Q,2,84,88,N,N
R2JRK3YE2Q41EQ,4,30,32,N,N
RYBTTG2DBGO4X,2,38,48,N,Y
R3A26PN8ASFL69,3,159,167,N,N
RODH0YV9MC0X4,3,41,48,N,Y
R2C7G35Y6SF07F,5,15,21,N,N
R2G9YS4J8V6S4M,5,52,65,N,N
R2D8VI77ZQPFSA,1,19,30,N,N
R2WS1P85UKW4I,1,31,35,N,N
R2CLWRPWGSL27O,1,23,29,N,N
R2NKE01QYQT0ZV,4,74,81,N,Y
RY16OA7UK1HIW,4,22,26,N,Y
R4ATDE2CLHHZ5,3,14,21,N,N
